customer_id,age,income,region,tenure_months,num_products,avg_monthly_spend,login_frequency,missed_payments,churn_risk_score,CLV,notes
C02734,30,143917,East Coast,62,4,365.1,24,3,0.38,16034.44,Moderate value customer
C02735,27,148289,East Coast,43,4,2494.37,22,3,0.5,55628.95,Moderate value customer
C02736,62,62006,South,104,4,2372.64,12,2,0.29,177195.74,High-value loyal customer
C02737,25,85572,East Coast,68,2,2802.87,29,2,0.49,98203.53,Moderate value customer
C02738,68,121176,West Coast,78,5,531.94,23,2,0.96,4159.65,High churn risk
C02739,49,47830,Midwest,81,2,1882.27,25,0,0.08,141266.76,High-value loyal customer
C02740,55,147704,West Coast,105,5,814.38,16,4,0.8,19601.98,High churn risk
C02741,59,113452,East Coast,91,1,1318.44,4,1,0.46,65288.14,Moderate value customer
C02742,32,62107,South,36,1,942.25,4,4,0.65,12372.35,Moderate value customer
C02743,30,82105,Midwest,98,1,1458.03,10,1,0.97,4786.61,High churn risk
C02744,57,94030,West Coast,10,5,516.05,14,3,0.46,5286.67,Moderate value customer
C02745,22,97369,East Coast,115,3,1049.84,20,4,0.1,110158.44,High-value loyal customer
C02746,23,110332,South,22,2,398.57,18,1,0.83,2490.65,High churn risk
C02747,34,119402,West Coast,105,3,1577.13,3,1,0.26,124043.0,High-value loyal customer
C02748,67,52133,East Coast,86,5,1030.71,6,3,0.91,10477.7,High churn risk
C02749,40,32407,South,28,4,1852.86,18,4,0.08,49729.67,Moderate value customer
C02750,65,33305,West Coast,48,3,1478.05,9,4,0.23,56128.73,High-value loyal customer
C02751,69,61653,South,60,5,882.79,26,0,0.97,4089.02,High churn risk
C02752,24,100698,West Coast,84,1,488.23,13,4,0.88,5421.36,High churn risk
C02753,46,92691,West Coast,113,4,2309.29,19,3,0.22,205540.82,High-value loyal customer
C02754,67,54449,East Coast,63,1,1972.77,10,1,0.78,27842.59,High churn risk
C02755,35,108469,Midwest,2,3,292.2,16,3,0.09,2031.8,Moderate value customer
C02756,29,64124,Midwest,23,3,2970.22,19,3,0.16,58884.65,High-value loyal customer
C02757,23,126924,South,51,2,1998.97,6,3,0.18,84596.93,High-value loyal customer
C02758,22,135963,South,98,2,780.11,2,4,0.04,74392.75,High-value loyal customer
C02759,59,48637,South,112,5,2553.39,28,2,0.48,151209.43,Moderate value customer
C02760,61,107725,South,80,3,2669.88,16,3,0.39,131790.14,Moderate value customer
C02761,50,121047,South,28,1,1806.32,20,1,0.59,21236.55,Moderate value customer
C02762,57,47506,East Coast,118,2,2679.6,14,0,0.69,99019.77,Moderate value customer
C02763,37,76116,South,78,1,281.68,1,4,0.6,9288.42,Moderate value customer
C02764,23,118437,Midwest,116,5,2846.47,4,2,0.28,240237.17,High-value loyal customer
C02765,29,86710,Midwest,1,1,360.17,21,2,0.08,831.36,Moderate value customer
C02766,28,127713,West Coast,105,1,1998.69,28,3,0.73,57162.86,High churn risk
C02767,29,47893,West Coast,15,4,1168.5,5,1,0.31,14093.97,Moderate value customer
C02768,37,109761,East Coast,15,5,310.07,10,0,0.25,5988.29,Moderate value customer
C02769,44,126647,East Coast,89,2,2802.01,30,2,0.69,78307.46,Moderate value customer
C02770,28,63761,South,43,4,579.0,18,4,0.44,15942.32,Moderate value customer
C02771,34,141971,West Coast,5,3,2590.48,29,1,0.2,11861.92,Moderate value customer
C02772,36,62822,East Coast,72,3,1124.97,9,4,0.77,20129.5,High churn risk
C02773,38,110626,East Coast,86,2,2275.26,7,3,0.81,38177.75,High churn risk
C02774,69,53113,Midwest,103,5,911.82,4,0,0.99,3439.17,High churn risk
C02775,44,106089,East Coast,38,3,1833.62,21,4,0.47,38429.11,Moderate value customer
C02776,59,147863,East Coast,63,3,2438.75,28,0,0.04,148995.6,High-value loyal customer
C02777,67,113676,West Coast,103,3,1785.3,15,4,0.52,89765.23,Moderate value customer
C02778,47,68927,South,115,5,1058.35,27,2,0.02,121776.04,High-value loyal customer
C02779,48,101064,South,110,3,853.62,17,2,0.95,6194.91,High churn risk
C02780,27,120887,East Coast,43,2,689.46,26,3,0.17,25606.83,Moderate value customer
C02781,54,134403,West Coast,51,2,2548.68,5,1,0.93,10098.79,High churn risk
C02782,47,107178,South,78,2,1910.64,11,0,0.95,8451.5,High churn risk
C02783,54,90086,South,83,4,1624.3,6,1,0.78,31659.72,High churn risk
C02784,59,79715,East Coast,26,2,898.83,5,1,0.09,22266.32,Moderate value customer
C02785,39,77614,South,102,1,1414.51,22,1,0.56,63983.21,Moderate value customer
C02786,26,114314,South,97,3,1936.18,23,1,0.35,123576.15,Moderate value customer
C02787,50,131196,Midwest,46,2,401.27,13,1,0.82,4322.52,High churn risk
C02788,48,59593,West Coast,12,5,1210.0,6,4,0.3,12664.0,Moderate value customer
C02789,32,144281,East Coast,93,5,870.61,15,1,0.45,47031.7,Moderate value customer
C02790,35,146214,East Coast,12,5,2010.24,13,0,0.57,12872.84,Moderate value customer
C02791,65,66888,Midwest,29,4,1897.55,13,2,0.04,54827.79,High-value loyal customer
C02792,59,116107,East Coast,105,5,1038.36,10,1,0.61,45020.84,Moderate value customer
C02793,59,40568,Midwest,61,4,316.57,2,3,0.34,14745.11,Moderate value customer
C02794,35,121673,West Coast,41,3,711.88,2,0,0.53,15217.93,Moderate value customer
C02795,56,33019,South,110,1,648.17,9,4,0.12,63242.86,High-value loyal customer
C02796,23,133001,South,20,5,1791.5,22,2,0.34,26147.8,Moderate value customer
C02797,21,134110,West Coast,98,5,674.02,26,2,0.58,30242.66,Moderate value customer
C02798,27,108165,East Coast,46,4,1550.54,20,2,0.57,32669.68,Moderate value customer
C02799,29,32944,West Coast,119,4,1920.68,10,3,0.16,193991.17,High-value loyal customer
C02800,21,76527,South,30,1,2662.78,21,1,0.41,47631.21,Moderate value customer
C02801,25,118459,Midwest,93,2,886.08,29,4,0.52,40554.61,Moderate value customer
C02802,67,83143,Midwest,39,4,720.56,28,4,0.08,27853.69,Moderate value customer
C02803,56,55117,East Coast,111,1,685.11,11,4,0.6,30918.88,Moderate value customer
C02804,30,89917,South,118,3,1209.2,21,1,0.23,111367.91,High-value loyal customer
C02805,22,31153,Midwest,40,5,2017.71,8,4,0.92,8956.67,High churn risk
C02806,43,127410,Midwest,51,5,2081.21,21,4,0.27,79983.45,High-value loyal customer
C02807,59,107317,Midwest,2,1,790.69,18,2,0.79,832.09,High churn risk
C02808,49,72706,East Coast,90,1,567.45,2,1,0.58,21949.61,Moderate value customer
C02809,39,113092,South,65,5,1456.3,21,0,0.69,31844.45,Moderate value customer
C02810,58,93468,West Coast,28,4,595.34,4,0,0.9,3666.95,High churn risk
C02811,67,88643,Midwest,51,2,2476.18,29,0,0.85,19942.78,High churn risk
C02812,40,50116,West Coast,8,3,434.87,18,3,0.13,4526.7,Moderate value customer
C02813,32,37719,West Coast,31,2,2305.86,22,2,0.93,6003.72,High churn risk
C02814,31,128302,East Coast,39,2,319.41,16,4,0.14,11713.01,Moderate value customer
C02815,55,66035,East Coast,60,2,2459.56,24,2,0.32,101350.05,Moderate value customer
C02816,69,116424,West Coast,114,5,1956.02,2,1,0.52,109533.41,Moderate value customer
C02817,27,59554,East Coast,83,2,1102.64,26,1,0.93,7406.34,High churn risk
C02818,43,128374,West Coast,77,4,1335.45,7,2,0.63,40046.97,Moderate value customer
C02819,37,31222,Midwest,16,4,2086.13,4,1,0.87,6339.15,High churn risk
C02820,68,34640,South,23,4,719.76,5,2,0.94,2993.27,High churn risk
C02821,22,34914,West Coast,11,1,2692.9,18,2,0.75,7905.48,High churn risk
C02822,25,79753,South,88,3,1552.08,27,2,0.48,72523.18,Moderate value customer
C02823,41,146176,West Coast,54,4,2328.39,30,0,0.39,78697.17,Moderate value customer
C02824,33,109815,Midwest,74,2,1618.75,10,4,0.28,87247.0,High-value loyal customer
C02825,31,57737,East Coast,115,1,1466.38,9,1,0.51,83130.51,Moderate value customer
C02826,44,67748,West Coast,69,5,1514.92,16,4,0.05,101803.01,High-value loyal customer
C02827,53,41086,East Coast,12,4,1216.75,19,4,0.23,13242.77,Moderate value customer
C02828,47,48195,Midwest,36,2,2251.71,26,2,0.36,52879.4,Moderate value customer
C02829,55,77890,South,57,2,2569.23,17,4,0.85,22966.92,High churn risk
C02830,38,134134,West Coast,26,5,2592.31,4,2,0.38,44288.04,Moderate value customer
C02831,41,92391,West Coast,92,1,539.21,1,1,0.24,38201.56,Moderate value customer
C02832,24,35687,South,80,2,2331.83,29,3,0.78,42040.21,High churn risk
C02833,61,39964,West Coast,66,3,759.87,6,4,0.94,4509.09,High churn risk
C02834,52,111920,West Coast,90,4,234.1,16,4,0.77,6845.87,High churn risk
C02835,63,76246,South,4,1,971.29,13,4,0.13,3880.09,Moderate value customer
C02836,69,83796,East Coast,93,4,1020.03,4,2,0.32,66506.7,Moderate value customer
C02837,31,68673,East Coast,16,4,2467.41,28,0,0.6,17791.42,Moderate value customer
C02838,23,76023,South,22,5,2278.71,20,2,0.2,42605.3,Moderate value customer
C02839,41,126846,Midwest,64,3,437.12,9,2,0.64,11571.24,Moderate value customer
C02840,63,35361,South,107,3,1112.69,25,2,0.24,91983.95,High-value loyal customer
C02841,34,64949,South,70,5,903.64,23,1,0.54,31597.21,Moderate value customer
C02842,26,107051,East Coast,92,4,1867.27,4,1,0.71,51818.76,High churn risk
C02843,49,133268,West Coast,11,3,1716.23,25,3,0.79,5464.49,High churn risk
C02844,51,143685,Midwest,42,4,2100.96,5,4,0.8,19648.06,High churn risk
C02845,67,109626,West Coast,111,1,2750.04,26,3,0.77,70708.52,High churn risk
C02846,48,106505,West Coast,85,5,1379.01,27,0,0.14,103305.63,High-value loyal customer
C02847,63,100727,Midwest,90,5,2036.59,4,1,0.99,4332.93,High churn risk
C02848,56,132920,South,39,3,2771.39,21,2,0.77,26359.37,High churn risk
C02849,48,55484,South,117,1,1716.71,25,1,0.1,181269.56,High-value loyal customer
C02850,39,97458,West Coast,47,4,1063.19,11,1,0.7,16990.98,Moderate value customer
C02851,23,64754,West Coast,22,3,1328.12,28,0,0.47,16985.88,Moderate value customer
C02852,32,125938,Midwest,30,4,2312.92,17,0,0.43,41550.93,Moderate value customer
C02853,56,115962,East Coast,30,1,2216.03,7,4,0.68,21773.89,Moderate value customer
C02854,44,58217,Midwest,33,2,2295.56,9,1,0.17,63875.39,High-value loyal customer
C02855,32,86091,Midwest,104,3,2281.23,27,0,1.0,1500.0,High churn risk
C02856,44,30500,Midwest,30,3,2777.28,17,3,0.54,39826.46,Moderate value customer
C02857,21,109849,East Coast,37,5,2339.21,19,1,0.59,37985.82,Moderate value customer
C02858,48,72782,South,53,2,2595.22,13,2,0.43,79401.6,Moderate value customer
C02859,36,121443,Midwest,30,3,1806.39,23,4,0.61,22634.76,Moderate value customer
C02860,41,75306,East Coast,26,4,2003.68,4,1,0.66,19712.53,Moderate value customer
C02861,50,123064,West Coast,6,1,2909.61,9,4,0.35,11847.48,Moderate value customer
C02862,54,138122,Midwest,54,2,2636.84,26,4,0.46,77890.25,Moderate value customer
C02863,46,47611,West Coast,56,5,2376.61,11,0,0.26,100986.72,High-value loyal customer
C02864,55,32055,West Coast,4,5,2119.44,13,0,0.77,4449.88,High churn risk
C02865,51,97691,East Coast,79,4,1203.85,30,1,0.74,26727.08,High churn risk
C02866,36,76824,West Coast,36,1,1734.75,24,4,0.81,12365.69,High churn risk
C02867,62,40069,West Coast,63,5,354.36,16,3,0.7,9197.4,Moderate value customer
C02868,49,95297,Midwest,3,5,1365.27,10,0,0.02,6513.89,Moderate value customer
C02869,49,111527,West Coast,57,1,513.31,4,0,0.19,24199.52,Moderate value customer
C02870,29,91405,Midwest,80,2,2240.19,29,0,0.39,110321.27,Moderate value customer
C02871,34,73824,West Coast,16,3,2698.49,3,0,0.23,34745.4,Moderate value customer
C02872,28,130874,South,40,3,687.43,21,4,0.53,14423.68,Moderate value customer
C02873,22,137892,South,53,1,887.91,23,3,0.9,5205.92,High churn risk
C02874,31,83633,East Coast,91,1,2599.55,22,0,0.74,62005.35,High churn risk
C02875,22,126156,West Coast,6,1,1840.33,7,3,0.27,8560.65,Moderate value customer
C02876,67,91622,East Coast,21,4,1847.26,29,4,0.4,25275.48,Moderate value customer
C02877,38,103012,Midwest,77,4,1776.05,21,2,0.05,131918.06,High-value loyal customer
C02878,25,98505,Midwest,9,1,811.13,12,2,0.01,7727.17,Moderate value customer
C02879,27,109026,West Coast,105,4,881.25,18,2,0.43,54742.81,Moderate value customer
C02880,43,87037,West Coast,63,3,2859.0,5,1,0.73,50131.59,High churn risk
C02881,39,51494,South,43,1,2225.72,23,3,0.86,13898.83,High churn risk
C02882,39,35723,Midwest,72,3,453.22,17,4,0.43,20100.15,Moderate value customer
C02883,68,94738,Midwest,28,3,824.23,29,1,0.18,20424.32,Moderate value customer
C02884,39,66357,Midwest,45,4,1955.92,5,2,0.26,67132.14,High-value loyal customer
C02885,69,138387,East Coast,58,5,993.7,20,2,0.45,34199.03,Moderate value customer
C02886,65,100667,West Coast,83,5,904.85,28,2,0.65,28785.89,Moderate value customer
C02887,60,47657,Midwest,29,2,766.57,12,4,0.54,11226.04,Moderate value customer
C02888,48,135848,Midwest,95,2,720.04,23,2,0.84,11944.61,High churn risk
C02889,31,105973,West Coast,54,5,1917.33,16,3,0.02,103965.1,High-value loyal customer
C02890,31,99246,West Coast,57,1,2736.38,16,2,0.99,2059.74,High churn risk
C02891,29,76527,East Coast,33,5,1211.17,22,1,0.93,5297.8,High churn risk
C02892,34,65708,South,113,4,540.22,7,2,0.15,53888.13,High-value loyal customer
C02893,54,95956,Midwest,70,5,548.04,20,1,0.05,38944.66,Moderate value customer
C02894,49,65847,South,64,1,2814.33,13,0,0.62,68944.51,Moderate value customer
C02895,69,110036,West Coast,108,1,1680.46,5,4,0.72,51317.11,High churn risk
C02896,41,91559,South,4,2,1505.6,24,3,0.48,4131.65,Moderate value customer
C02897,68,83991,East Coast,117,2,2694.08,19,2,0.28,227949.3,High-value loyal customer
C02898,25,130723,South,16,1,1619.92,20,2,0.64,9830.74,Moderate value customer
C02899,53,146968,Midwest,117,3,1545.68,27,2,0.64,66604.04,Moderate value customer
C02900,29,92893,East Coast,3,2,2794.63,16,2,0.15,8126.31,Moderate value customer
C02901,23,81486,West Coast,89,4,1528.49,10,1,0.8,29207.12,High churn risk
C02902,34,120849,East Coast,63,3,1294.69,12,4,0.75,21891.37,High churn risk
C02903,38,31418,Midwest,81,4,1828.65,6,1,0.08,138271.0,High-value loyal customer
C02904,32,109267,West Coast,22,4,2936.25,30,2,0.46,36882.65,Moderate value customer
C02905,43,132851,South,82,1,2898.72,23,1,0.39,145493.97,Moderate value customer
C02906,34,135104,Midwest,96,3,2371.68,26,2,0.46,124447.89,Moderate value customer
C02907,36,97577,East Coast,18,2,1597.99,30,0,0.46,16532.46,Moderate value customer
C02908,57,89129,East Coast,57,1,2668.09,25,1,0.52,73498.94,Moderate value customer
C02909,40,109119,East Coast,90,5,1374.27,29,4,0.28,91552.7,High-value loyal customer
C02910,40,92749,West Coast,114,2,1992.4,21,0,0.47,121380.81,Moderate value customer
C02911,35,121174,East Coast,25,5,702.4,19,3,0.1,18304.0,Moderate value customer
C02912,61,125787,West Coast,28,1,2051.61,21,1,0.18,47604.97,Moderate value customer
C02913,45,49952,East Coast,40,4,973.1,2,1,0.09,37420.84,Moderate value customer
C02914,37,141556,East Coast,23,4,2360.91,29,3,0.19,45983.75,Moderate value customer
C02915,32,142103,West Coast,8,3,1359.31,8,4,0.0,12374.48,Moderate value customer
C02916,65,63139,West Coast,13,2,1315.55,20,0,0.04,17418.06,Moderate value customer
C02917,62,139092,West Coast,44,5,2290.42,9,3,0.8,22655.7,High churn risk
C02918,59,137498,Midwest,47,5,1390.89,3,4,0.2,54797.46,High-value loyal customer
C02919,27,70345,South,10,3,2199.26,7,0,0.52,12056.45,Moderate value customer
C02920,28,84527,East Coast,41,2,2594.18,3,4,0.37,68007.67,Moderate value customer
C02921,44,81675,Midwest,67,4,583.26,11,4,0.33,28182.54,Moderate value customer
C02922,67,118274,South,74,1,1541.26,12,2,0.86,16467.45,High churn risk
C02923,45,149188,East Coast,49,3,2845.75,13,1,0.49,72615.29,Moderate value customer
C02924,41,143243,East Coast,64,1,2474.11,4,0,0.52,76504.66,Moderate value customer
C02925,53,35650,East Coast,15,1,2926.11,2,2,0.46,24201.49,Moderate value customer
C02926,30,77715,South,88,3,2608.86,6,0,0.27,169093.17,High-value loyal customer
C02927,42,31418,East Coast,61,5,1068.62,21,2,0.68,23359.46,Moderate value customer
C02928,39,95170,Midwest,74,2,701.63,12,0,0.05,50324.59,High-value loyal customer
C02929,49,108404,East Coast,52,5,789.52,10,1,0.28,32059.63,Moderate value customer
C02930,23,65969,Midwest,85,4,807.3,26,4,0.66,25330.97,Moderate value customer
C02931,59,55202,West Coast,46,2,412.06,20,1,0.03,19386.12,Moderate value customer
C02932,24,110985,South,59,3,2739.03,4,0,0.03,158254.69,High-value loyal customer
C02933,57,146509,Midwest,48,3,1607.14,17,1,0.37,50099.91,Moderate value customer
C02934,51,76352,East Coast,118,3,483.56,12,0,0.25,44295.06,Moderate value customer
C02935,26,140932,Midwest,102,1,2335.4,19,3,0.7,71963.24,Moderate value customer
C02936,48,34307,Midwest,39,3,1111.79,21,3,0.76,11906.35,High churn risk
C02937,30,114881,West Coast,42,4,398.91,15,0,0.04,18084.05,Moderate value customer
C02938,32,129950,South,51,4,731.32,2,3,0.44,22886.5,Moderate value customer
C02939,66,89343,West Coast,50,3,2041.14,7,4,0.94,7623.42,High churn risk
C02940,22,119435,South,92,2,2423.22,19,0,0.31,154826.01,Moderate value customer
C02941,23,114555,West Coast,105,4,910.29,30,2,0.2,78464.36,High-value loyal customer
C02942,21,97879,South,66,2,1815.76,27,3,0.52,58523.28,Moderate value customer
C02943,55,103720,East Coast,41,2,202.44,8,4,0.45,5565.02,Moderate value customer
C02944,44,88353,Midwest,58,2,979.48,18,0,0.22,45311.68,Moderate value customer
C02945,67,78069,Midwest,4,3,708.57,14,2,0.23,3682.4,Moderate value customer
C02946,68,149696,West Coast,107,1,414.33,8,4,0.69,14243.33,Moderate value customer
C02947,54,111065,East Coast,49,3,1554.91,21,3,0.32,53309.6,Moderate value customer
C02948,40,147906,East Coast,3,4,1966.84,25,0,0.99,2059.01,High churn risk
C02949,36,52382,East Coast,32,4,329.85,25,3,0.29,9494.19,Moderate value customer
C02950,50,111135,West Coast,47,4,586.1,6,2,0.55,14396.02,Moderate value customer
C02951,67,75110,South,62,4,2810.42,27,0,0.07,164048.82,High-value loyal customer
C02952,59,134027,East Coast,98,1,824.72,3,4,0.54,37678.38,Moderate value customer
C02953,45,41004,East Coast,16,2,2327.97,12,3,0.46,21113.66,Moderate value customer
C02954,25,148428,South,68,3,2293.66,1,1,0.35,102879.77,Moderate value customer
C02955,49,100512,South,18,4,1100.43,17,4,0.43,13290.41,Moderate value customer
C02956,57,85221,East Coast,92,2,771.53,5,3,0.18,59204.22,High-value loyal customer
C02957,48,99574,West Coast,106,3,883.06,12,1,0.82,18348.78,High churn risk
C02958,61,132138,West Coast,6,1,1784.52,26,2,0.92,1356.57,High churn risk
C02959,43,138295,Midwest,107,5,1267.25,18,0,0.84,24195.32,High churn risk
C02960,52,119607,Midwest,106,1,1587.58,13,2,0.8,34156.7,High churn risk
C02961,66,49268,Midwest,65,5,2472.51,26,2,0.55,74820.92,Moderate value customer
C02962,38,129626,West Coast,80,4,1606.43,9,0,0.33,88104.65,Moderate value customer
C02963,61,76689,Midwest,37,2,2986.64,3,4,0.17,92719.71,High-value loyal customer
C02964,55,130913,East Coast,73,2,2064.33,4,3,0.82,28125.3,High churn risk
C02965,63,145412,West Coast,63,3,780.29,10,2,0.04,48691.94,Moderate value customer
C02966,44,126259,West Coast,81,5,1598.65,10,4,0.18,108682.33,High-value loyal customer
C02967,67,114331,Midwest,100,5,2477.57,2,1,0.4,151154.2,Moderate value customer
C02968,48,72275,East Coast,98,3,811.24,18,2,0.19,65896.23,High-value loyal customer
C02969,56,51232,East Coast,59,2,2242.38,3,4,0.58,56566.18,Moderate value customer
C02970,41,110894,West Coast,95,2,293.66,11,4,0.72,8811.36,High churn risk
C02971,25,74502,West Coast,34,3,2839.37,22,3,0.91,10188.47,High churn risk
C02972,46,39746,Midwest,37,5,2057.41,23,2,0.21,62638.09,High-value loyal customer
C02973,43,95961,East Coast,34,4,655.2,5,0,0.28,18039.3,Moderate value customer
C02974,64,59070,West Coast,45,3,2648.03,15,3,0.72,34865.18,High churn risk
C02975,53,37097,South,101,2,429.1,24,0,0.22,34804.5,Moderate value customer
C02976,46,54879,East Coast,1,4,1336.6,17,0,0.38,2828.69,Moderate value customer
C02977,42,135287,South,53,4,2263.46,2,4,0.75,31990.84,High churn risk
C02978,40,60408,West Coast,62,5,2824.74,5,0,0.38,111083.01,Moderate value customer
